number,category,confidence,area,version,has_repro,likely_fixed_by_port,summary,html_url
22707,crash,medium,jsc/wasm,1.2.22,no,no,Segfault at 0x30 in JSC operationThrowStackOverflowError → JSPromise::resolve during pglite WASM tests,https://github.com/oven-sh/bun/issues/22707
22722,assert,high,http-server,1.2.22,yes,yes,Internal assertion failure in server.zig onRequest when uploading 180MB multipart/form-data to Bun.serve,https://github.com/oven-sh/bun/issues/22722
22729,crash,medium,debugger,1.2.22-canary,no,no,Segfault at 0x5 in JSC LLInt opGetById during module evaluation under --inspect-brk,https://github.com/oven-sh/bun/issues/22729
22732,crash,medium,event-loop/websocket,1.2.19,no,no,Segfault at 0x2D in us_loop_run_bun_tick when IDE WebSocket peer disconnects (standalone executable),https://github.com/oven-sh/bun/issues/22732
22738,needs-repro,low,test-runner,1.2.9,no,no,"One-off segfault at 0x17A running bun test in workspace; passed on rerun, all frames unknown, old version",https://github.com/oven-sh/bun/issues/22738
22742,crash,high,http-server,1.2.22,no,no,Segfault at 0x0 in uWS::AsyncSocket::uncork → HttpContext::init dispatch in standalone-executable server,https://github.com/oven-sh/bun/issues/22742
22759,not-memory,high,napi,1.2.17,no,no,"Prisma napi-rs addon panics 'Missing field supportsRelationJoins' via napi_fatal_error — NAPI compat gap, not a Bun memory bug",https://github.com/oven-sh/bun/issues/22759
22765,assert,high,bundler/cli,1.2.22,yes,yes,build_command.zig:57 hits Internal assertion failure instead of printing the user-facing error message,https://github.com/oven-sh/bun/issues/22765
22771,crash,medium,jsc/event-loop,1.2.11,no,no,Bus error in llint_call_javascript → JSNextTickQueue::drain on baseline build in GitHub Actions (old version),https://github.com/oven-sh/bun/issues/22771
22775,crash,medium,jsc/gc,1.2.19,no,no,Segfault at 0x8 in JSC::IsoSubspace::sweepLowerTierPreciseCell during GC finalize after 22h uptime (claude CLI),https://github.com/oven-sh/bun/issues/22775
22783,crash,high,debugger/ffi,1.2.22,yes,no,Segfault in WTF::appendEscapedJSONStringContent during inspector HeapBackendDispatcher heap-snapshot record with bun:ffi loaded,https://github.com/oven-sh/bun/issues/22783
22791,not-memory,high,install,1.2.22,no,no,"Next.js turbopack subprocess fails ('unexpected end of file') with linker=isolated — install layout/compat bug, not a Bun crash",https://github.com/oven-sh/bun/issues/22791
22809,crash,high,http_server,1.2.22,no,yes,Null-pointer segfault in uWS RouteHandler via host_fn.zig on incoming HTTP request (Bun.serve static file server),https://github.com/oven-sh/bun/issues/22809
22873,crash,high,jsc,1.2.22,no,no,Segfault in JSC::CheckPrivateBrandStatus::computeFor running Elysia server on alpine/musl,https://github.com/oven-sh/bun/issues/22873
22877,crash,medium,test-runner,1.2.22,no,yes,bun test segfaults at address 0x10 on macOS Tahoe running react-native .tsx test files,https://github.com/oven-sh/bun/issues/22877
22901,crash,high,jsc,1.2.22,yes,no,JSC_useJIT=0 (without BUN_ prefix) segfaults inside JSC::VM::VM during VM creation,https://github.com/oven-sh/bun/issues/22901
22927,crash,high,http_server,1.2.19,no,yes,"Segfault in uWS HttpRouter RouteHandler (TLS server) on macOS, no repro provided",https://github.com/oven-sh/bun/issues/22927
22994,not-memory,high,fetch,1.2.21,yes,no,Headers.append throws TypeError on non-ASCII cf-ipcity header value in AWS Lambda runtime layer,https://github.com/oven-sh/bun/issues/22994
22998,crash,high,http,1.2.22,no,yes,Null-deref/SIGILL in http.zig HTTPThread.processEvents after ~2h of high-frequency fetch() load,https://github.com/oven-sh/bun/issues/22998
23005,crash,low,jsc,1.2.19,no,no,"Segfault in JSC::ScriptExecutable::prepareForExecutionImpl running standalone executable on Arch, no repro",https://github.com/oven-sh/bun/issues/23005
23036,crash,medium,jsc,1.2.19,no,no,SIGILL in bmalloc/libpas pas_immortal_heap after 7.7 days uptime (standalone executable),https://github.com/oven-sh/bun/issues/23036
23041,not-memory,high,node:perf_hooks,1.2.22,yes,no,performance.nodeTiming.startTime/duration throw TypeError; nodeStart uses epoch ms instead of timeOrigin offset,https://github.com/oven-sh/bun/issues/23041
23043,crash,high,crypto,1.2.19,yes,no,Segfault in BoringSSL bn_select_words/ECDSA_verify during X509_verify_cert TLS handshake on Windows,https://github.com/oven-sh/bun/issues/23043
23065,crash,high,s3,1.2.23,yes,yes,panic 'integer cast truncated bits' in FileReader.drain when uploading 18GB file to S3,https://github.com/oven-sh/bun/issues/23065
23092,crash,high,http,1.2.22,no,yes,panic 'index out of bounds' (garbage index) in http.zig headerStr/sendInitialRequestPayload during TLS onWritable,https://github.com/oven-sh/bun/issues/23092
23181,crash,high,module-loader,1.2.23,no,no,Segfault in JSC WriteBarrier<SymbolTable>::cell during getNonIndexPropertySlot when many dynamic import()s throw,https://github.com/oven-sh/bun/issues/23181
23302,crash,high,http_server,1.2.23,no,yes,Null deref in uWS HttpResponse::writeMark via server.zig RequestContext (response written after socket gone),https://github.com/oven-sh/bun/issues/23302
23305,crash,medium,sql,1.2.22,yes,yes,Intermittent segfault (ntdll/ucrtbase frames only) during bun test with SQL postgres transactions on Windows,https://github.com/oven-sh/bun/issues/23305
23393,crash,medium,node:v8,1.2.23,no,no,v8.getHeapSnapshot() and Bun.generateHeapSnapshot() crash process on large heap (lodestar beacon node),https://github.com/oven-sh/bun/issues/23393
23414,assert,high,install,1.2.23,yes,yes,Internal assertion failure at install/bin.zig:652 linking global bins on Windows with dev-drive/custom globalDir,https://github.com/oven-sh/bun/issues/23414
23446,crash,high,ffi,1.2.23,yes,no,Heap corruption segfault in JSC LocalAllocator/Buffer.alloc after ~2550 bun:ffi calls passing buffer pointers (X11),https://github.com/oven-sh/bun/issues/23446
23493,not-memory,high,error,1.3.1,yes,no,Error.prepareStackTrace defined via defineProperty getter/setter is ignored by captureStackTrace (breaks depd/elastic-apm-node),https://github.com/oven-sh/bun/issues/23493
23617,crash,high,bake:dev,1.3.0,no,yes,Segfault in DevServer.SourceMapStore.removeOrUpgradeWeakRef when HMR websocket receives message after source-map entry freed,https://github.com/oven-sh/bun/issues/23617
23643,crash,medium,runtime,1.3.1-canary.29,no,no,Segfault at 0xFFFFFFFFFFFFFFFF on Windows after running vite dev for ~6 min; no decoded backtrace,https://github.com/oven-sh/bun/issues/23643
23694,crash,high,install,1.3.0,no,yes,Segfault in js_printer.printJSON during pnpm lockfile migration when rewriting package.json (`bun update --interactive`),https://github.com/oven-sh/bun/issues/23694
23743,assert,high,bake:dev,1.3.0,yes,yes,Internal assertion 'must call watcherReleaseEvent before watcherAcquireEvent' when stopping/restarting Bun.serve dev server with browser connected,https://github.com/oven-sh/bun/issues/23743
23773,crash,high,resolver,1.3.0,no,yes,Sporadic null-deref segfault in resolver.finalizeResult (fs.zig DirEntry) during Bun.resolveSync inside bundler onResolve plugin,https://github.com/oven-sh/bun/issues/23773
23801,crash,high,install,1.3.0,yes,yes,Segfault/assertion in `bun install` when bun.lock references workspace packages whose package.json was removed/renamed,https://github.com/oven-sh/bun/issues/23801
23888,not-memory,high,node:url,1.3.0,yes,no,JS TypeError (URL subclass has undefined searchParams) breaks mongodb-connection-string-url; not a process crash,https://github.com/oven-sh/bun/issues/23888
23911,crash,high,node:net,1.2.20,no,yes,Panic 'No handlers set on Socket' in socket.zig getHandlers when console.log() inspects a net.Socket,https://github.com/oven-sh/bun/issues/23911
23942,not-memory,high,vscode-extension,,no,no,"VS Code extension fails to unlink stale unix socket (passes 'unix://' URL to fs.unlink), poisoning extension host spawn; TypeScript bug, not runtime",https://github.com/oven-sh/bun/issues/23942
23943,crash,high,sql,1.3.0,yes,yes,Panic 'exception cleared before it could be read' in MySQLQuery.runPreparedQuery error path (mysqlErrorToJS),https://github.com/oven-sh/bun/issues/23943
23977,duplicate,high,node:cluster,1.3.1,no,no,OOM at VirtualMachine.init when using node:cluster on Windows; auto-closed as duplicate of #14727,https://github.com/oven-sh/bun/issues/23977
23980,crash,high,install,1.3.1,yes,yes,Panic 'attempt to use null value' in generateNetworkTaskForTarball when installing from older bun.lockb,https://github.com/oven-sh/bun/issues/23980
24017,crash,high,install,1.3.1,no,yes,Segfault in SemverString.Buf.append via Repository.parseAppendGithub when parsing github: dep from text lockfile,https://github.com/oven-sh/bun/issues/24017
24028,duplicate,medium,http,1.3.1,no,no,Panic 'Failed to start HTTP Client thread: Unexpected' then segfault in crash_handler during bunx in CI; auto-closed as duplicate of #24878,https://github.com/oven-sh/bun/issues/24028
24032,not-memory,high,fs,1.3.1-canary.75,yes,no,"FileSink writer.end() surfaces ENOSPC as uncatchable unhandled error instead of rejecting; error-handling bug, not a crash",https://github.com/oven-sh/bun/issues/24032
24033,crash,medium,jsc,1.3.0,no,no,Segfault inside JSC::constructSet/IteratorOperations during setTimeout callback (standalone executable); no repro,https://github.com/oven-sh/bun/issues/24033
24064,not-memory,high,install,1.3.1,yes,no,"`bun update` prints 'Failed to link X: EUNKNOWN' for bin symlinks on Windows; transient error, not a crash",https://github.com/oven-sh/bun/issues/24064
24069,crash,high,runtime,1.2.20,yes,no,Panic 'Uncaught exception while handling uncaught exception' when process uncaughtException listener itself throws (happy-dom worker),https://github.com/oven-sh/bun/issues/24069
24102,not-memory,high,install,1.3.0,yes,no,`bun install` resolves putout monorepo workspace deps incorrectly since 1.3.0 (ERR_MODULE_NOT_FOUND at runtime); not a crash,https://github.com/oven-sh/bun/issues/24102
24128,assert,high,shell,1.3.1,yes,yes,Internal assertion in Allocator.free of MarkedArgumentBuffer when passing 100M-element array to $`...` shell template,https://github.com/oven-sh/bun/issues/24128
24143,crash,high,napi,1.3.0,no,no,Segfault inside rollup.win32-x64-msvc.node native addon via napi async work runner during Vite/rollup build,https://github.com/oven-sh/bun/issues/24143
24144,crash,high,bundler/standalone-executable,1.3.1,yes,no,Segfault in JSC BytecodeIntrinsicRegistry/Heap when running --compile --bytecode standalone executable (Elysia),https://github.com/oven-sh/bun/issues/24144
24160,crash,high,ffi,1.3.1,yes,no,JSC GC ArrayBuffer sweep crashes freeing FFI toBuffer view that wraps a foreign GLFW-owned pointer,https://github.com/oven-sh/bun/issues/24160
24163,assert,high,install,1.3.1,yes,yes,panic 'Assertion failure: Expected metadata to be set' during bun add cspell with NODE_EXTRA_CA_CERTS on Alpine,https://github.com/oven-sh/bun/issues/24163
24194,crash,high,jsc,1.2.23,no,no,Segfault in JSC::MarkedBlock::Handle::sweep during allocateSlowCase in long-running claude process,https://github.com/oven-sh/bun/issues/24194
24202,needs-repro,low,runtime,1.2.21,no,no,"Segfault at 0x109 in production worker, trace only shows WTF::jscSignalHandler (process_dlopen present)",https://github.com/oven-sh/bun/issues/24202
24213,crash,high,bundler,1.3.0,no,yes,"panic 'index out of bounds: index 2, len 0' in bundle_v2.zig transpilerForTarget during onResolve under bun test",https://github.com/oven-sh/bun/issues/24213
24218,not-memory,high,bake/dev-server,1.3.1,yes,no,"Dev server bundles process.env.FOO as bare 'process' reference when env var is unset, causing browser ReferenceError (not a crash)",https://github.com/oven-sh/bun/issues/24218
24220,crash,high,http,1.3.1,no,yes,Segfault in HTTPContext.zig onHandshake on the HTTP thread (Windows baseline) via openssl ssl_on_data,https://github.com/oven-sh/bun/issues/24220
24260,crash,high,spawn,1.3.1,no,no,Segfault inside ctiuser.dll (Carbon Black/security hook) during uv_spawn → spawnProcess on Windows,https://github.com/oven-sh/bun/issues/24260
24311,crash,high,jsc,1.3.0,no,no,Segfault in JSC::JSRopeString::resolveRope via stringProtoFuncTrim in microtask under PM2,https://github.com/oven-sh/bun/issues/24311
24313,crash,high,streams/runtime,1.3.1,yes,yes,Segfault at 0x1A in JIT after FileReader.onReadChunk → streams.Result.fulfillPromise when running react-email dev with --bun,https://github.com/oven-sh/bun/issues/24313
24320,crash,medium,jsc/runtime,1.3.0,no,no,Segfault in llint_op_call during microtask drain running opencode /agents (baseline build),https://github.com/oven-sh/bun/issues/24320
24390,needs-repro,low,dev-server/runtime,1.3.0,no,no,"Segfault at 0x68 (and 0xFFFFFFFFFFFFFFA9) with only jscSignalHandler frame; dev_server + process_dlopen, no repro",https://github.com/oven-sh/bun/issues/24390
24394,crash,high,install/fs,1.2.22,no,no,Segfault inside K7CrvrEx64.dll (K7 TotalSecurity AV hook) on WriteFile during bun install,https://github.com/oven-sh/bun/issues/24394
24397,crash,medium,runtime,1.3.1,no,no,Intermittent segfault/SIGILL during next.js build under QEMU (linux/amd64 emulated on macOS arm),https://github.com/oven-sh/bun/issues/24397
24401,crash,low,runtime,1.3.1,no,no,Segfault in opencode while scrolling/copy-pasting; trace only shows crash_handler.zig frame,https://github.com/oven-sh/bun/issues/24401
24407,crash,high,inspector/debugger,1.3.0,no,no,Segfault in JSC llint_slow_path_jless during module evaluation when starting Timelines record in --inspect-brk,https://github.com/oven-sh/bun/issues/24407
24434,crash,high,sql/postgres,1.3.1,no,yes,Segfault at ASCII-bytes address in allocators/basic.zig inside PostgresSQLConnection__createInstance (string bytes dereferenced as pointer),https://github.com/oven-sh/bun/issues/24434
24442,assert,high,spawn,1.3.1,no,yes,panic 'We should be either stdout or stderr' in SubprocessPipeReader.kind() on Windows during spawnSync pipe EOF,https://github.com/oven-sh/bun/issues/24442
24460,crash,high,fs,1.3.2-canary.64,no,yes,Segfault in simdutf utf8→utf16 via node_fs workPoolCallback / path_buffer_pool when processing large HTML on Windows,https://github.com/oven-sh/bun/issues/24460
24462,crash,high,cli/bunx,1.3.1,no,yes,"panic: index out of bounds (15, len 12) in run_command.zig tryLaunch during bunx on Windows",https://github.com/oven-sh/bun/issues/24462
24471,crash,high,resolver,1.3.1,no,yes,Segfault in resolver hash_map getAdapted/eqlLong (loadAsFile) during NuxtJS dev on Windows,https://github.com/oven-sh/bun/issues/24471
24529,crash,high,ffi,1.3.2,no,no,JSCallback invoked from foreign C thread segfaults in JSC GC SlotVisitor/HandleSet,https://github.com/oven-sh/bun/issues/24529
24537,duplicate,high,resolver,1.3.2,no,yes,panic: incorrect alignment in hash_map.grow from resolver dirInfoCached (closed as dup of #24471),https://github.com/oven-sh/bun/issues/24537
24694,crash,medium,jsc/runtime,1.3.1,yes,no,Segfault at 0xFFFFFFFFFFFFFFFF in JSC MarkedBlock/StringImpl on Windows x64_baseline standalone executables,https://github.com/oven-sh/bun/issues/24694
24822,not-memory,high,runtime,,no,no,Feature request for native Mutex/Lock primitives (keyword 'Lock' false positive),https://github.com/oven-sh/bun/issues/24822
24858,leak,high,inspector/profiler,1.3.3-canary.59,yes,no,--cpu-prof grows RSS ~1.6MB/s (vs Node ~flat) — profiler sample buffer never freed,https://github.com/oven-sh/bun/issues/24858
25032,not-memory,high,module-loader,1.3.3,yes,no,"Next.js 16 + Prisma: 'Failed to load chunk [externals]/node:buffer' under --bun (compat error, not a crash)",https://github.com/oven-sh/bun/issues/25032
25044,not-memory,high,net/tls,1.3.3,yes,no,"Tracking issue: server-side socket.upgradeTLS() unsupported (feature gap in uSockets, now throws instead of crashing)",https://github.com/oven-sh/bun/issues/25044
25293,not-memory,high,worker_threads,1.3.3,yes,no,"Promise.allSettled rejected entries have reason=undefined in worker parallel mode (JS logic bug, not memory)",https://github.com/oven-sh/bun/issues/25293
25454,crash,medium,worker_threads,1.3.4,yes,no,z3-solver (emscripten pthread workers) → panic: 'Uncaught exception while handling uncaught exception',https://github.com/oven-sh/bun/issues/25454
25517,not-memory,high,inspector/debugger,1.3.4,yes,no,"Inspector evaluates property getters without correct `this` receiver, shows TypeError in variables panel",https://github.com/oven-sh/bun/issues/25517
25550,leak,low,http_server,1.3.4,no,no,"Next.js server RSS grows unbounded over 24h in oven/bun:1-slim Docker (no repro, graph only)",https://github.com/oven-sh/bun/issues/25550
25580,crash,medium,transpiler/macros,1.3.5,no,yes,Segfault at 0x0 'Crashed while visiting <file>' in js_parser when running TS with macro imports on WSL2,https://github.com/oven-sh/bun/issues/25580
25633,not-memory,high,node:net,1.3.5,no,no,TypeError 'null is not an object (context)' in node:net internalConnectMultipleTimeout under many concurrent TLS connects,https://github.com/oven-sh/bun/issues/25633
25673,not-memory,high,websocket-server,1.3.5,yes,no,perMessageDeflate: mixing server.publish() then ws.send() corrupts deflate stream → Safari client closes 1006 (server doesn't crash),https://github.com/oven-sh/bun/issues/25673
25706,not-memory,high,fs,1.3.5,yes,no,"Bun.file().writer().write() ENOSPC error escapes try/catch and exits process (uncatchable async error, not a segfault)",https://github.com/oven-sh/bun/issues/25706
25790,crash,low,jsc/jit,1.3.5,no,no,"Segfault in JSC::CodeBlock::setupWithUnlinkedBaselineCode during Coolify deploy (no repro, JIT-internal)",https://github.com/oven-sh/bun/issues/25790
25944,crash,medium,websocket-server,1.3.5,yes,yes,Segfault at 0x0 in ServerWebSocketPrototype__send — JS ws ref outlives freed native socket (suspected UAF),https://github.com/oven-sh/bun/issues/25944
26026,crash,medium,spawn/shell/standalone-executable (Windows),1.3.5,no,yes,Segfault at 0xFFFFFFFFFFFFFFFF running OpenCode standalone exe on Windows after ~12min of heavy spawn/shell/fetch activity,https://github.com/oven-sh/bun/issues/26026
26034,crash,medium,ffi/napi,1.3.5,no,no,Segfault on Windows in OpenCode; stack trace is entirely inside third-party MozartBreathCore.dll (native addon),https://github.com/oven-sh/bun/issues/26034
26060,duplicate,high,ffi/napi,1.3.5,no,no,Same MozartBreathCore.dll segfault as #26034 / #26026; user asking if 1.3.6 fixed it,https://github.com/oven-sh/bun/issues/26060
26081,crash,high,napi/test-runner,1.3.6,yes,no,panic 'A C++ exception occurred' on process exit after loading onnxruntime via @huggingface/transformers under bun test,https://github.com/oven-sh/bun/issues/26081
26300,crash,medium,http-server/streams,1.3.6,yes,yes,Bun.serve (Nitro bun preset) crashes when SSE client disconnects and stream is closed,https://github.com/oven-sh/bun/issues/26300
26323,crash,high,fs,1.3.6,yes,no,"fs.readFileSync(path,'utf-8') on >2GB file SIGTRAPs instead of throwing ERR_STRING_TOO_LONG (macOS arm64)",https://github.com/oven-sh/bun/issues/26323
26336,crash,medium,spawn/standalone-executable (Windows),1.3.5,no,yes,Segfault at heap address running claude.exe standalone on Windows after spawning many subprocesses,https://github.com/oven-sh/bun/issues/26336
26495,not-memory,high,node-http-compat,1.3.7,yes,no,"socket.io engine throws TypeError 'req._query undefined' under Bun — node:http upgrade compat gap, not a process crash",https://github.com/oven-sh/bun/issues/26495
26528,needs-repro,low,unknown,1.3.5,no,no,"Bare bun.report URL with no description, platform, or repro steps",https://github.com/oven-sh/bun/issues/26528
26536,not-memory,high,node-compat (http/require instrumentation),1.3.7,yes,no,"OpenTelemetry http/express/fastify auto-instrumentation hooks never fire under Bun — module-patching compat gap, not a crash",https://github.com/oven-sh/bun/issues/26536
26660,crash,medium,workers/spawn/standalone-executable (Windows),1.3.9-canary.19,yes,yes,Segfault at 0x0 in OpenCode standalone exe on Windows; #26625 GC fix did not resolve it,https://github.com/oven-sh/bun/issues/26660
26664,not-memory,high,archive,,no,no,Feature request: accept ReadableStream input in Bun.Archive to avoid buffering large archives (mentions OOM as motivation),https://github.com/oven-sh/bun/issues/26664
26665,not-memory,high,archive,,no,no,Feature request: streaming output from Bun.Archive to avoid building entire tarball in memory (mentions OOM/hang as motivation),https://github.com/oven-sh/bun/issues/26665
26749,not-memory,high,shell,1.3.8,yes,no,"Bun.$ builtin mv rejects -T flag with 'illegal option' — missing flag support, throws ShellError not a process crash",https://github.com/oven-sh/bun/issues/26749
26798,assert,high,bundler,1.3.8,yes,yes,Bun.build panics 'Expected pretty file path to have only forward slashes' in bundle_v2.zig onResolve on Windows with workspace + plugin,https://github.com/oven-sh/bun/issues/26798
26843,crash,medium,spawn/subprocess,1.3.9-canary.51,no,yes,One-time segfault at 0x10 in standalone exe on macOS after 53min heavy spawn/fetch/WebSocket; analysis points to subprocess stdin UAF,https://github.com/oven-sh/bun/issues/26843
26855,assert,high,runtime (Windows),1.3.6,no,yes,panic 'exact division produced remainder' (Zig @divExact) on Windows when OpenCode launches Bun,https://github.com/oven-sh/bun/issues/26855
26862,crash,medium,runtime/fetch/spawn (Windows standalone),1.3.9-canary.51,no,yes,"Null-pointer segfault after ~78min sustained fetch(5107)/spawn(892) load in standalone exe on Windows, 81M page faults",https://github.com/oven-sh/bun/issues/26862
26872,crash,high,build/baseline-target,1.3.9,yes,no,SIGILL on macOS Intel without AVX2; darwin-x64-baseline binary is byte-identical to non-baseline (release pipeline bug),https://github.com/oven-sh/bun/issues/26872
26901,not-memory,high,transpiler/module-resolution,1.3.9,yes,no,"CJS→ESM interop wraps default export in extra {default:{default:...}} layer for ebnf package — interop logic bug, not a crash",https://github.com/oven-sh/bun/issues/26901
26910,not-memory,medium,crash-reporter,1.3.8,no,no,Meta-report: bun.report web UI shows different crash info than terminal output; not a memory bug itself,https://github.com/oven-sh/bun/issues/26910
26984,crash,low,runtime,1.3.9-canary.51,no,no,"Segfault at 0x30 (null deref) after long-running CLI session on macOS; no decoded stack, no repro",https://github.com/oven-sh/bun/issues/26984
26985,assert,low,runtime/windows,1.3.9,no,no,"Internal assertion failure on Windows after OS update; vague, no stack, no minimal repro",https://github.com/oven-sh/bun/issues/26985
27000,crash,low,runtime,1.3.9,no,no,"Segfault at 0x204 on macOS arm64; only a crash-report URL, ~10 unknown JSC frames, no repro steps",https://github.com/oven-sh/bun/issues/27000
27002,hang,high,ipc/spawn/event-loop,1.3.8,no,yes,Forked child's event loop stops polling IPC socket; vitest forks worker never responds (intermittent in containers),https://github.com/oven-sh/bun/issues/27002
27104,leak,high,http/server/streams,1.3.9,yes,no,Bun.serve request body buffers unbounded (RSS grows to hundreds of MB) when piped to slow WritableStream; no backpressure,https://github.com/oven-sh/bun/issues/27104
27196,oom,high,runtime/napi,1.3.9,yes,no,Regression 1.3.8→1.3.9: prisma migrate OOMKilled in <10s in Kubernetes container regardless of memory limit,https://github.com/oven-sh/bun/issues/27196
27285,not-memory,high,napi/pty,1.3.9,yes,no,"node-pty ioctl(2) EBADF JS error when Gemini CLI spawns shell; behavioral/compat bug, not a native crash",https://github.com/oven-sh/bun/issues/27285
27312,crash,high,jsc/gc/test-runner,"1.3.7, 1.3.9",no,no,Flaky SIGILL in JSC SlotVisitor::drain during bun test cleanup on Linux x64 CI (~63% of runs),https://github.com/oven-sh/bun/issues/27312
27320,crash,high,napi,"1.3.8, 1.3.9",yes,yes,100% reproducible multi-thread segfault running node-llama-cpp batch embedding (works under Node.js),https://github.com/oven-sh/bun/issues/27320
27356,assert,high,bundler/dev-server/hmr,1.3.9,yes,yes,Internal assertion failure in HMR dev server when bundling seedrandom module on Windows (repro repo provided),https://github.com/oven-sh/bun/issues/27356
27382,not-memory,high,install,1.3.9,no,no,"macOS SIGKILL 'Code Signature Invalid' on esbuild binary (hardlinked in node_modules); OS code-signing issue, not a Bun crash",https://github.com/oven-sh/bun/issues/27382
27414,crash,medium,runtime/windows,1.3.10,no,no,Segfault at 0x18 (and SIGILL in libpas pas_allocation_result) after ~5min CLI session on Windows; 10GB RSS,https://github.com/oven-sh/bun/issues/27414
27439,crash,high,runtime/windows,1.3.9,yes,no,Segfault at 0x8 running `next typegen` after `bun create next-app` on Windows (process_dlopen),https://github.com/oven-sh/bun/issues/27439
27463,crash,medium,ipc/worker,1.3.10,no,yes,Segfault at 0x5 in JSC JSObject::getPropertySlot during microtask drain when using IPC request/reply with object payloads,https://github.com/oven-sh/bun/issues/27463
27471,uaf,medium,napi/windows,1.3.10,no,yes,"N-API reference vtable corruption on Windows: segfaults at 0x18/0x7, 'switch on corrupt value', orphaned 1GB processes; UAF/double-free pattern in napi ref tracking",https://github.com/oven-sh/bun/issues/27471
27664,not-memory,high,meta,,no,no,Opinion/discussion post about Bun's quality and feature scope; not a bug report,https://github.com/oven-sh/bun/issues/27664
27692,crash,low,napi/windows,1.3.10,no,no,"Claims Bun crashes escalate to Windows BSOD (KERNEL_SECURITY_CHECK_FAILURE); user-mode code cannot directly cause kernel panic — likely hardware/driver, related to #27471",https://github.com/oven-sh/bun/issues/27692
27844,crash,high,jsc/jit,1.3.10,yes,no,SIGILL on no-AVX CPU with baseline build during deep async recursion; AVX instruction emitted despite baseline target,https://github.com/oven-sh/bun/issues/27844
27858,not-memory,high,cli/filter-run,,no,no,Feature request: add --concurrency flag to `bun run --filter` (OOM mentioned only as motivation),https://github.com/oven-sh/bun/issues/27858
27929,crash,low,napi/http,1.3.10,no,no,"macOS malloc heap corruption / double-free in long-running Bun.serve with sharp+mongodb native deps; intermittent, no Bun trace",https://github.com/oven-sh/bun/issues/27929
27951,double-free,medium,http/s3,1.3.10,no,no,pas allocator panic 'alloc bit not set' (double-free) + segfault in standalone HTTP server using S3/postgres/fetch,https://github.com/oven-sh/bun/issues/27951
27961,crash,high,shell,1.3.10,yes,yes,Shell `cp` panics 'access of union field exec while field ebusy is active' when overwriting locked .exe on Windows,https://github.com/oven-sh/bun/issues/27961
27998,needs-repro,low,unknown,1.3.4,no,no,"Kernel OOM-killed bun (72GB VSZ / 1.5GB RSS); no repro, no details, no workload description",https://github.com/oven-sh/bun/issues/27998
28008,crash,medium,napi,1.3.10,no,no,Segfault at 0x0 inside onnxruntime.dll when loading ONNX model on Windows; crash frames are all in third-party DLL,https://github.com/oven-sh/bun/issues/28008
28035,oom,high,streams/fetch,1.3.10,yes,no,fetch().body.pipeThrough(TransformStream) does not propagate backpressure; entire upstream buffered → OOM at 13.5GB RSS,https://github.com/oven-sh/bun/issues/28035
28038,not-memory,high,fs,1.3.10,yes,no,fs.watch() emits unhandled EACCES (process exits via uncaught error) when watched dir contains unreadable file; Node compat divergence,https://github.com/oven-sh/bun/issues/28038
28101,not-memory,high,build/webkit,,no,no,Tracking issue: re-add -DUSE_SYSTEM_MALLOC=ON to Windows WebKit prebuilts to avoid bmalloc crashes,https://github.com/oven-sh/bun/issues/28101
28113,crash,high,ffi,1.3.10,yes,yes,Threadsafe JSCallback invoked repeatedly from native worker thread segfaults in JSFFIFunction/event_loop task dispatch,https://github.com/oven-sh/bun/issues/28113
28138,not-memory,medium,allocator,1.3.10,yes,no,"~485GB VSZ on Apple Silicon misattributed to jemalloc; it's mimalloc/bmalloc virtual reservation, RSS only ~230MB — not a real leak",https://github.com/oven-sh/bun/issues/28138
28174,oom,high,http,1.3.11,yes,yes,"AsyncHTTP allocates >2GB while buffering ~250MB HTTPS response in onData/onAsyncHTTPCallback, triggers handleOom on 6GB Windows VM",https://github.com/oven-sh/bun/issues/28174
28175,crash,low,http/event-loop,1.3.11,no,no,"Segfault in long-idle standalone executable after ~24h with Windows sleep/wake cycles; 2/5 processes hit it, no symbolicated trace",https://github.com/oven-sh/bun/issues/28175
28177,uaf,high,shell,,yes,yes,ASAN use-after-poison in strlen during shell `rm` test on Bun thread pool (Debian x64-asan CI),https://github.com/oven-sh/bun/issues/28177
28203,crash,medium,spawn/worker,1.3.10,no,no,Segfault at 0x13CD0 / SIGILL during process exit after successful `next build` in linux/amd64 Docker (QEMU on Apple Silicon host),https://github.com/oven-sh/bun/issues/28203
28204,not-memory,high,inspector/profiler,,no,no,Feature request for programmatic CPU profiler start/stop API,https://github.com/oven-sh/bun/issues/28204
28234,leak,high,jsc/allocator,1.3.11,yes,no,bmalloc/pas IOAccelerator-tagged 128MB slabs grow monotonically (966MB over days) in long-lived Ink/React terminal apps; never returned to OS,https://github.com/oven-sh/bun/issues/28234
28247,assert,high,install,1.3.11,yes,no,`bun update -g --latest` hits 'Internal assertion failure' after workspace-dependency-not-found errors in global install,https://github.com/oven-sh/bun/issues/28247
28274,crash,low,spawn/bundler,1.3.11,no,no,"Intermittent segfault at 0x15350 / SIGILL during `bunx next build` in Docker; proprietary app, same signature as #28203",https://github.com/oven-sh/bun/issues/28274
28318,leak,high,jsc/worker/crypto,,yes,no,Meta-tracking: bmalloc slabs never freed + VirtualMachine.deinit() is a stub (worker leak) + 31 unprotected toString() GC-unsafe sites in node/crypto C++,https://github.com/oven-sh/bun/issues/28318
